,userId,productId
10011,A2IPIYDOVU0W1I,B000ANVPPQ
10061,A14K638DHV122X,6304277490
10233,A1V5G1O9TRGO7M,6304675771
10234,A3369EECU0P18E,6304675771
10268,A1DASCIWTWKKG3,6304675771
10832,A314SSNNBPKWAE,B0000D0YWG
12069,A20Y7K65XMBP4H,6305441286
12597,A3OX0H9ZJVLVP6,B00000I9PH
13670,A36LOYQC95V3VQ,B00005M1Y5
13673,AB41EZPUGH4DI,B00005M1Y5
13853,A2EGOYZ154RRS7,B00005M1Y7
14848,A1NIRPEUKROH8O,6304580878
14960,A2SCYAA1YJMVXL,B0000063PS
15028,AU5OOJAIRHBZY,B001JPC4N6
15064,A2RG8MA3I54ERX,B009QW6BXS
15261,AKDXXW89ZLCJS,B001ILFUDM
15327,A12EOC17MTQSJ3,B001ILFUDM
15347,A9SFEW3M33XJW,B001ILFUDM
15374,A32VZV4TVNC7K1,B001ILFUDM
15375,A2XDY92VXK8VU4,B001ILFUDM
15460,A35EOP4TWC9S0I,B003NEQ74S
15463,A2W88LZ8FAH5PX,6305306141
15465,A3JJBIXD0Q9E7H,6305306141
15474,A1RKJS2JA5VD0Z,6305306141
15648,A10Q8NIFOVOHFV,6301630688
16474,A3NIW0FBKAYIC6,B0001GH7VS
16605,A126MEZ31YAWZ0,B0002I82XW
16606,A8U0KKEUWQQGK,B0002I82XW
16607,AB68HNICMCUPP,B0002I82XW
16614,A2LYQ1S0IF7ZTB,B0002I82XW
16695,A2M6EN294WFONZ,6304972857
16700,A2IRYEO9UQ8AC5,6304972857
16706,A1EJZQYWOO4832,6304972857
16728,AITWYPPHT2854,6304972857
16856,A3NM9N367MLNXZ,6301813855
17076,A1D6BW8LWXSWP6,6304031831
17714,A3KYVJG1M0GX3D,B0000DK4QB
17718,A13I6LSTSLC0BY,B0001WTVAM
17723,AEX5F4F4VY9NZ,B0001WTVAM
17785,A2Q7YBUV8IPTLW,B0000DK4QD
17818,A13P64FTQPJICL,B0000DK4QD
18575,A19ZK38PONZ59D,B0000DK4QI
18576,A1BN8HF1K7HAZR,B0000DK4QI
18577,A1B9YN54KCGT84,B0000DK4QI
18678,A2KYEJHX24EF9B,B0000DK4QI
18727,A32B7647281AQD,B0000DK4QI
18857,A2H3OZ1Z9M8H2C,B008Q00I2Q
19363,A39WNXSELWZ9BE,B001NA60A0
19364,A2H1YION143OMD,B001NA60A0
19392,A2TYN2RV4NQ29W,B001NA60A0
19442,AGQ73NB4OF2F0,B001NA60A0
19443,A18FR476VZHKA6,B001NA60A0
19445,A34PUCLNFN62D3,B001NA60A0
20345,A3QGGUIUIEGWBF,B00008YLV7
20373,A2JVXOZR3EY5PZ,630024847X
20379,A3SN0UGCZ4HY3Q,630024847X
20505,A1IDZ7UW3HNA2,B00819ZCP0
20534,A27UN2MN4THMII,B00819ZCP0
21154,A1928PHI4RBCQ9,B003CRM6PA
21155,A76P840231A4T,B003CRM6PA
21156,A1KHTT9YYNI1VQ,B003CRM6PA
21168,A2LXSUIYKIBPOL,B003CRM6PA
21221,A3RM4EH4YSKXEK,B003CRM6PA
21490,A1VHYG162HB4GF,6304288875
21505,AZ20FOSOZQUE4,B00018D3XW
21510,A311J050D945ZU,B00018D3XW
21529,A2M6CL4NJWNP69,B00018D3XW
21533,A177VUU8SN7V8G,B00018D3XW
21551,AYKV6QGDOTW31,B00018D3XW
21808,A26BFNEU62VQPD,B00005LKLD
21829,A3CUDLCGBSG881,B00005LKLD
21969,A1QQPJFB5GBSQR,B00005LKLD
22007,A1QQPJFB5GBSQR,B00005LKLD
22050,APGCYBTLF5VMJ,B00005LKLD
22178,A2HJZ2KN9YA9L2,B000W4CG60
22187,A22IW10I4S88GF,B000W4CG60
22188,A2ZZNH1VSPRC4U,B000W4CG60
22211,A1HHJZIFSU21R9,B000W4CG60
22212,A27LFU2K12YTMT,B000W4CG60
22213,AFTQFRSVE5YPB,B000W4CG60
22214,A1GWMJBXIW5XKU,B000W4CG60
22215,A1X669ROMOJSD4,B000W4CG60
22289,A3U1A8OV7QHGXZ,B00018YC3M
22816,A2VXCCJ13M5ULJ,B00018YC3W
22828,AEAU00TZ64MDT,B007H52KA4
22906,A3FGDYYNZELQKO,B003Y5PF80
23036,A2M8CILGD2NNPI,B00004RFIF
23069,A3H5MS71EBGSHS,B00004RFIE
25075,A1AAND6JLJGCV2,B000SVZIJO
25107,A287T47IZR2RSQ,B000SVZIJO
25861,A3CWN62D22LK3P,B000VULA9E
26256,A3B2WVPEJ7CAPU,B008SAPAYA
26716,A3TZ0BH7I36F1,B000083ED1
26757,A3LYDM6WF3EKNF,B000083ED4
27910,ARVLRJJCM9HMY,B00005NQ51
27967,A2UOY8UC1GWGK4,B00005NQ51
28213,A2UT4U3MC5YTWM,6302405939
28221,A23QOAXJSWIBS6,6302405939
28246,A37MTVFT1J8GN4,6302405939
28290,AYIJITFYPL8XC,B00004CTUA
28303,A1BW9MNLZA9LLA,B00004CTUA
28304,A307DMMA96ZJDX,B00004CTUA
28305,A29K3G772AVJMT,B00004CTUA
28306,A33BL1JUJ4H81S,B00004CTUA
28464,A37UOT2RDW2OVL,B000OYTPJO
28699,A35XNCF88SVCAH,B00004W221
28709,ATC534GKNX15B,B00004W221
29497,AF2CPN34MDVBK,6304005512
29501,A3BSS2M2DPPV4T,6304005512
29688,A1EUFMNIC40BFL,B00005JYAY
29691,A31OPCAL7MLTF5,B00005JYAY
29697,A1WSD5708FRHOB,B00005JYAY
29698,A2E6BLORROI4RC,B00005JYAY
29739,A2H8ZIEDZPLGSA,B00005JYAY
29771,A3KCA1CYKXWIS8,B00005JYAY
29772,A119SFI280XFVB,B00005JYAY
29852,A27D2MO9WKC4KH,B000CCD1XY
29874,A10RK9RMJLXU5Q,6305075654
29879,A221PAUTYWC9ZK,B000009ELJ
29880,A325S5YLEFU7UZ,B000009ELJ
29905,A2OLLHVAPGY85B,B000CCD1XO
30332,A6RCD7JI0XF7Q,6305233438
30648,A1EHD9FFW3274W,B00006JU7U
30669,A9SPSBOSXSV7C,B00006JU7U
30670,A3UVFV5DRUFG3G,B00006JU7U
30689,AQP1VPK16SVWM,B00006JU7U
31021,A2T47GTX9521SB,B001OKQ7BG
31065,A3R8CZZO6SYQZ0,B001OKQ7BG
31105,A8M4WE1MT4R4O,6303464572
31211,A13FBX1P8HIY2S,6303890334
31244,A5P4JIH5SJH3U,0790733382
31299,AIOGQEQJWSQQY,B00005Y6Y2
31300,A2H2TYCA9PU5ZM,B00005Y6Y2
31459,A1MGXCVJ5GQRYN,B00005Y6Y2
31460,A1N0C7R87RCXP2,B00005Y6Y2
31461,A2HHO2VZHMRBNF,B00005Y6Y2
31485,A29IWVKIU58F1X,B00005Y6Y2
31490,A1SNE3YI4XWN73,B00005Y6Y2
31675,A3J8NE9YQMI1RW,1569381704
31697,A20QMU5NG7QE6R,B00351U934
32010,A2F8R40Z2OMIJM,B00319HT9W
32021,A1VOSDRFBUQZOI,B00319HT9W
32036,A3J1QOYC72MATF,B00319HT9W
32046,A15PCGMESPAPIZ,B00319HT9W
32065,A2A89I6O8I1OZ8,B00319HT9W
32175,A3SLA4ADDSYZJ2,0767002652
32178,A27EHOS8ITBKSC,0767002652
32483,AZDL23124GWH3,B0006GAOL8
32571,AKMXCZXE0KD5H,6304366035
32643,AKMXCZXE0KD5H,B00004WCMU
32693,A3TRBBNKIBULNN,B00004WCMT
32734,A1CJPRF2X3V9EH,B00004WCMT
32736,A1NOAJB10G7NCP,B00004WCMT
32768,A363F017NG1GI5,B00004WCMT
32769,A363F017NG1GI5,B00004WCMT
32770,A26BFZD5G8W2UA,B00004WCMT
32803,AWNZ2676C040U,B00004WCMT
32838,A29UWY7NEBIQL7,B00004WCMT
32839,A1GGLVZRHILW5L,B00004WCMT
32873,A2CV8B4XS4S5MN,B00004WCMT
32899,A38CE83D6CXY2U,B00004WCMT
32905,A2AYNHIWTB9CED,B00004WCMT
32917,A3AY9OT5NG38O0,B00004WCMT
32946,A203TOYXD4JK2D,B00004WCMT
32984,A2H8L0FN988TB0,B00004WCMS
33020,A3BU2NB5DLMP1A,B00004WCMS
33021,A12WA2K1F7LXWB,B00004WCMS
33023,ATSNSN593RYIG,B00004WCMS
33128,A3SNS9PE49ZWFD,B000068C2L
33130,A1314LK5H6QIDM,B000068C2L
33228,A9TMLFWWYVYQU,B0049FFVGU
33416,A3LGJA0J6A61I5,B0006HBZXS
33427,A1C384NS531WXA,B0006HBZXS
33454,A3JXOXKWOIETIY,B0006HBZXS
33578,ARO3XRYBWVQIB,6303454488
33582,AGW055CRJ7TH6,6303454488
33588,A18QCG06NAI87V,6303454488
33725,AY55R37A4ZOMG,6301966961
33770,ABIRM1WXCC21H,B000YTI3QA
33886,A39BXRVQKPESFY,B00015HX9A
33888,A3H8XSS04JGBEY,B00015HX9A
33890,ANQ5LUP5C788F,B00015HX9A
33897,ALS6YNNVBRN0F,B00015HX9A
34044,A3FR3O257NG9NW,B000J0XJC2
34051,A1NZZPOM04P5B3,B000J0XJC2
34382,AT3ICJYCVF9CG,B00000JGOJ
34383,AI19KM4V5EWH2,B00000JGOJ
34384,A1XYN026I35GC8,B00000JGOJ
34396,AG9L8I4N8SP76,B00000JGOJ
34397,A3OKF37EBJSQEA,B00000JGOJ
34428,A2C0UD4T9W8Q0B,B00000JGOJ
34568,A292FND3362K44,B00005V9IL
34569,A2CPW2B3UDAV83,B00005V9IL
34570,AQP1VPK16SVWM,B00005V9IL
34571,AYVLL9U4J6E77,B00005V9IL
34652,A3PKNOWRWKUI0R,B00005V9IL
34691,A32ZLHLBW99OQY,B00005V9IL
34697,A2YYEHMQAWO085,B00005V9IL
34714,A1DEBLRDNZR9P4,B00005V9IL
34731,A2EB2ZRD6AKXA7,B00005V9IL
34882,A3UBPX780TN0CQ,B00005V9IH
35031,A14JFUJ0YBRL5H,B00005V9IK
35032,AKMXCZXE0KD5H,B00005V9IK
35073,A29IWVKIU58F1X,B00005V9IK
35147,A1Y98EYQT688HO,B00005V9IK
35180,A3FGDYYNZELQKO,B00005V9IK
35208,AD79N1396WAYR,B00005V9IK
35694,A3MJLYDD53G6RM,B00005MFO9
35818,AM2PV53UX1JEQ,B00005MFO8
35921,A3F9G9G8CJGJPO,B00005MFO8
35957,A18M6A7LAQN7XJ,B00005MFO8
35958,A3782GMYYZZPFB,B00005MFO8
36082,A3F9G9G8CJGJPO,B00005MFO8
36083,A3F9G9G8CJGJPO,B00005MFO8
36084,A3F9G9G8CJGJPO,B00005MFO8
36085,A3F9G9G8CJGJPO,B00005MFO8
36092,AWAEV9V7UAH3F,B00005MFO8
36100,AM2PV53UX1JEQ,B00005MFO8
36163,A16UDUKZDXK2QS,B00005MFO8
36224,A3782GMYYZZPFB,B00005MFO8
36243,A718HNG7XQMA9,B00005MFO8
36274,AM2PV53UX1JEQ,B00005MFO8
36409,A3FR3O257NG9NW,B00015HX90
36416,A1NZZPOM04P5B3,B00015HX90
36806,AAQUF1J7H0OMY,6300215857
36912,A2AWR2L99YN17I,B00000K0B3
36972,AT58MNLVL9BGC,B000028U3S
37018,AKWGDUONE2V9U,B000028U3S
37019,A1K07YTGBBCJB1,B000028U3S
37072,ABHB29AU4MMUC,B000028U3S
37164,A57ISNVX95TN5,B000028U3S
37165,ASEBC0IYOFXKL,B000028U3S
37168,A2EOOU7HHZWRXR,B000028U3S
37169,A2H68MGFN731G8,B000028U3S
37170,A19C2JR7TFZYPT,B000028U3S
37186,AXZ77GURVOILV,B000028U3S
37187,ARJT54V72576E,B000028U3S
37197,AFVI6OICZFKYF,B000028U3S
37198,A295P2KZIWUAWI,B000028U3S
37202,ATXXE6FH4NCBX,B000028U3S
37214,A2VG92Q60XRBJ9,B000028U3S
37219,A19I3Y7II8GA4Y,B000028U3S
37223,AU79LA1TJ78ZP,B000028U3S
37228,A6IAANZCSHK9Q,B000028U3S
37237,A15U3OZOU36MIV,B000028U3S
37238,A17GGLXBKIITKR,B000028U3S
37239,A18ILF28U4SV3F,B000028U3S
37395,A3K6TVGVM4K15D,B00000JGOG
37411,A459RC7YT701X,B00000JGOG
37417,A2O2PRA98FML9R,B004EFBRMC
37489,AO55WFXK58M9W,6303514723
37493,A11MEOGS457YCN,6303514723
37527,A2DEQIN34WWO9I,6303514723
37878,A1YMUVWEKFFOGZ,B00004UF14
38431,AF66WJAM3WKP5,0790701251
38436,A2ONWC6B8RS7US,0790701251
38474,A2UUNX0SASR110,0790701251
38518,A17D77DFID0GZG,0790701251
38534,A1N8TF67ELPZSX,0790701251
38536,A2QDEFO2PYZC3J,0790701251
38595,A1J82JQFGZ5DQN,0790701251
38626,A2WKUWJZLB4IHT,0790701251
38639,A1KDQZ5T19Z2AJ,0790701251
38650,A2I83LELZOT1LG,0790701251
38669,A8M4WE1MT4R4O,0790701251
38670,A3TNODJZ2ZR97D,0790701251
38674,A34KBX6VF28QYN,0790701251
39226,A2B9LYE453ZVM7,B000AYEL9W
39235,A32P27HTF7XEW1,B000FDEV02
39602,A3F5JV08JUY06C,B003O5MN1C
39671,A25PMDOKE6E27V,6302739918
39678,A3TF228A92XYS9,6305454280
39718,A205ECHKHI85JK,B000028U32
39741,A3KG89ZH9S3ZW8,B000056N8Q
39936,A1VIPSESUAHLIY,0767805534
39957,A2UOY8UC1GWGK4,0767805534
40039,A39DJDAKG5BS36,B00004CZRQ
40253,A1NZZPOM04P5B3,B00004CZRQ
40327,AHKN5NKMQE3HO,B00004CZRQ
40535,A1R5EJ42HW695S,B00004CZRA
40560,AEF8X4ECM4Q3S,B00004CZRA
40602,A26BFNEU62VQPD,B00005LL26
40623,A3CUDLCGBSG881,B00005LL26
40756,A1QQPJFB5GBSQR,B00005LL26
40796,A1QQPJFB5GBSQR,B00005LL26
40832,APGCYBTLF5VMJ,B00005LL26
41545,AJIONW38A1OVV,B003Y5GMNC
41575,A14SOHUCCL0606,B00827OWSO
42297,A1ML03LCJK9JBX,0784011532
42304,A2R4A6SIVPEL,0784011532
42456,A2NII36KQF0G67,B003UAMWWQ
42459,A2PNKC1AQYIF6D,B003UAMWWQ
42487,A1QHNM8A957CZD,B003UAMWWQ
42704,A2URVCC4492EC1,0788600222
42708,A14HIEIRLQOSVJ,0788600222
42714,A11UL3RP5YIMFM,630399654X
42716,A3MXWBA78DCWPH,630399654X
42750,A11A6H7CA3LLES,630399654X
42751,A2LBJQJLQLK1RS,630399654X
42824,A2UOY8UC1GWGK4,6300182150
42956,A2FQIJRSWQDTN7,6300182150
43588,A5SDE2OGORWS8,B00004CUYA
43618,A3A3MCN6H57HN6,B00004CUYA
43666,A3T4DJB1ABVF7X,B00004CZR4
43674,AXD7634ILUW90,B00004CZR4
43697,A3MAZM138KFVOW,B00004CZR4
43737,A2IW0ZYUINGGMA,B000A2SA64
43761,ALFLLAWLUFBL0,B000A2SA64
43764,A2VTAX28R6XRBV,B000A2SA64
43774,A1HJ3XWWGLSEUZ,B00004CZR1
43819,ALCTVUGB5WZG1,B00004CZR1
43825,A9SPSBOSXSV7C,B00004CZR1
43845,A3U42YJ7KMSGA,B00004CZR1
43879,A44AOTKN4PYZ3,B00004CZR1
43880,A12VQKJ826802E,B00004CZR1
43881,A2KVPBYA5ZQAPQ,B00004CZR1
44020,A3T4DJB1ABVF7X,B00004CZR3
44028,AXD7634ILUW90,B00004CZR3
44051,A3MAZM138KFVOW,B00004CZR3
44071,A1HJ3XWWGLSEUZ,B00004CZR2
44116,ALCTVUGB5WZG1,B00004CZR2
44122,A9SPSBOSXSV7C,B00004CZR2
44142,A3U42YJ7KMSGA,B00004CZR2
44176,A44AOTKN4PYZ3,B00004CZR2
44177,A12VQKJ826802E,B00004CZR2
44178,A2KVPBYA5ZQAPQ,B00004CZR2
44283,A1CT710Y4E9KX4,6303160565
44331,ATEF2AK9QAYY4,B00005MI3Z
44332,A3T1ZMHT6351SP,B00005MI3Z
44344,A14ZUP5IQTTIC0,B00005MI3X
44484,A29UH663BZ88D9,B002PSXS54
44818,ATJQYALZ6KQSQ,B00005Y6YM
44984,A3AKPY4LXIC24O,B00005Y6YB
45122,A1U1MQ6224PY0J,B00005Y6YB
45165,A1VIG0CT5Q8I53,B00005Y6YB
45389,A3NPH4PAQOFUS9,6303182488
45421,A1QAO03OP24UPG,B000ICZD7K
45436,A3LV8CZH54S42G,B000067J1I
45899,A2MVMEUF6WOQWX,B00008XFAM
45931,A2GKMCO8QDOELK,B00008XFAM
45935,A2ELNJI3RSGP6D,B00008XFAM
46865,A3TD5IV1HUG7M,B00009AOBJ
46883,AE2TRJ1IAQZP0,B00009AOBJ
46949,A3ODVYRIERNB4O,B00092997Y
47020,A1CD99Q16SR1BJ,B00092997Y
47209,A3F9G9G8CJGJPO,B0087ZG7RK
47535,A30Q8X8B1S3GGT,B002FCAQJG
47598,A15X58XHGQ79L2,6301092643
47722,A3PLO3QBO69L40,B00005O438
47779,A2NYXN2OX2GD0C,B000O599VC
47794,ANEZJYKUDNJYQ,B000O599VC
48077,AW8XJG2I2VSYT,6301976029
48662,AEF8X4ECM4Q3S,6304107161
48706,ASGBC2P3YHUFE,B000GJPL1S
48707,A24UV965H6SP8,B000GJPL1S
48712,A2IZ05K61BZ8DV,B000GJPL1S
48968,A3K1DKXPJXK7PP,B00062IZLI
48978,A3KXQXP8293WAX,B00062IZLI
48980,A316JISNPUEWO,B00062IZLI
48998,A67QKVRH5ZOHN,B001N3B32M
49018,A3IYSNCUXGG1IJ,B001N3B32M
49056,ACKBLOE2Z3C6S,1561270636
49193,A2UOY8UC1GWGK4,6303149405
49224,AY6DJTIBWU2FJ,B001J1K5IG
49225,AW54WFG2HCS2E,B001J1K5IG
49274,A23KU3L1ELUCSP,B001J1K5IG
49287,A17D77DFID0GZG,B001J1K5IG
49334,ALCTVUGB5WZG1,B001J1K5IG
49413,A1YKQUFWZO1YI5,6302717329
50467,A3S5BU1MWUOPRI,B000051VSB
50469,AK2AQIULQDFS5,B000051VSB
50500,AYM80A3K48L8F,B00008WJDY
50628,A20VILZ3PKW7UU,6305078483
51502,A10ZBQOYCVRFMU,B000NV0JF2
51602,A80KPL5QUO3KQ,630015839X
51676,A20WKQ948WZOQJ,B0009CTVJU
51848,A5ONB0O7T68HL,B00005NB9Z
52874,A2ZGGCUIK0CDU9,6304198493
52875,A4ALNXA8GLD2T,6304198493
52876,A2VGKGXSG81KAS,6304198493
52877,ADOSOJ9HJAHDU,6304198493
52878,AOIRY4RDOBE8E,6304198493
52879,A2PKL710J288JT,6304198493
52887,A2ROU12238V75D,6304198493
52907,A1QKCTSWTOOFRK,6304198493
53031,A1X6OKEF425Q2D,6304198493
53240,A35GKD0ALDRV1G,076782184X
53429,A3A1FWAZK9K56E,B000BZISVM
53856,ALSN2A2QHS0B2,B000VMV73G
53935,A31U2QT7SAL7K,B002O3Z4WU
53954,A3BQDL6RVH50VS,B002O3Z4WU
54048,A12RL4G0TV45TG,B002O3Z4WU
54306,A3AVXCMJKARIF9,B001O94E76
54324,AJ10M9JVX869X,B001O94E76
54385,A2M2E1EDRFK5V7,B001O94E76
54405,A2NNJFF2Y4PBBK,B001O94E76
54408,A1UI2N2LBGVKC7,B001O94E76
54411,A3AKPY4LXIC24O,B001O94E76
54693,ABI72YSMS56QW,6304466471
54699,A3G7BIWDMF9KDH,6304466471
54700,AH0UK2HBUOOX3,6302957532
54722,A2TYZV8J0DU5HQ,B002O3Z4W0
54723,ANK5GFRDQ8VUK,B002O3Z4W0
54807,A8YBM279TR1CL,B002O3Z4W0
54903,A1UKA7HUAQAMY,B002O3Z4W0
54914,A2GRAM9K0SBWHN,B002O3Z4W0
55438,A1ECBWSADNJ59X,B001NVNAL6
55685,A10C3IAZUXZ705,B004BPGQYO
55746,A3TSL4U7R5YXW1,B004BPGQYO
55764,AEFKXQG7JUJ4I,B004BPGQYO
55786,A2G30V1R5TV1CH,B004BPGQYO
55803,A3O6R16KTW2DCA,B004BPGQYO
56195,A2K8MBNKA5XP83,6304524439
56914,A2F8R40Z2OMIJM,6300270971
57072,A2WTAXFNOSQG8E,B00004SC8P
57248,A2LJ70934IHGGT,B00005A8TU
57930,A3T7A8AO7JIE5M,B00004CQFK
57933,A1YUBKTAV9ZCK,B00004CQFK
57935,A3KDR2669RERTV,B00004CQFK
57936,A2521E9PPDSKJF,B00004CQFK
57940,A295PUQTXDJQLV,B00004CQFK
57947,A6QP1Y8J0F2D9,B00004CQFK
58618,A18U19F8P6NHYR,B000Z8GZYW
58648,AD69XT86XG849,B000Z8GZYW
58814,A2LLEBBUX7XWSF,B000Z8GZYW
59942,AM2PV53UX1JEQ,B004BV9TPG
60688,A1PXS8YSXR135N,6305066795
60729,A2YFJ6LPTEOBKU,B00004RSZD
60743,A3K1DKXPJXK7PP,B000007PAD
60753,A3KXQXP8293WAX,B000007PAD
60755,A316JISNPUEWO,B000007PAD
61143,AZVEAOYIBEXFA,B000007PAA
61157,A2F1P10GGZ7K2T,B00004R6NP
61419,A1XZ8YBPVUP7HY,B00000F566
62677,A2SJYQWSGD5KNF,B009VB7SR2
62820,A1644J8P4N4NJM,6304698658
62997,A34ENA7MUTZPCS,6304698658
63071,A3DF2XNCDJGRQX,6304698658
63153,AGXBNK2WXZ8HU,6304698658
63462,A10DEDJ9J0RG4U,B001N07MSE
63469,A28NLOE87SDFME,B001N07MSE
63734,A2AE10QQVZIK9W,0783227981
63754,A2AE10QQVZIK9W,0783227981
63755,A29OUUSDXVKJ5A,0783227981
64640,A29IWVKIU58F1X,B001UNY0Q6
65453,A165E7DOP8MN9,6305176299
65487,A2ZY10D580TMWA,B000A9QKL4
65779,A3MCFNGIJV7GB2,B00006SKTT
65802,A3MCFNGIJV7GB2,B00006SKTW
65862,A3G01RI3MUWWQ6,B00006JE0L
65970,A1TJOFELK7VHXH,B0027BW4QI
65971,A1DQ7AY8X7ZHB7,B0027BW4QI
65972,ACD6KAOJ9X973,B0027BW4QI
65992,ARF69P490AVA7,B0027BW4QI
65996,AFCWQRGWTQ44Z,B0027BW4QI
65998,A3OHUONYIHVJY5,B0027BW4QI
66006,A2H5AYLOWHU3O6,B0027BW4QI
66195,A3SNS9PE49ZWFD,B0000CDUXI
66197,A1314LK5H6QIDM,B0000CDUXI
66311,A2CZPM110DW516,B00004CIIE
66327,A7U8RII5F3CQV,B00004CIIE
66438,A2N9UJMSYNV7Y,6300184269
66467,AK8MBVRPW88B5,6300184269
66471,A13BB158XTLE1U,6300184269
66556,A3HB5BTD9VHDS8,B000WX5KA0
66634,AUJPV8O34TDDY,B000WX5KA0
66682,AJ9R6I52G6811,B000WX5KA0
66722,A2GKMCO8QDOELK,B000WX5KA0
66752,A3VDOT4QVTH44B,B000WX5KA0
66778,A3VDOT4QVTH44B,B000WX5KA0
66779,A17JIZDAUYOGTK,B000WX5KA0
66862,A3PUI828DQPP1Y,B000I0I1JO
66971,A3KFILH7EATC9M,6304819471
67101,A3D4A3YFWSP3BR,B00004RF5S
67102,A1QNIUF2PDURES,B00004RF5S
67126,A31I3HXMD5H1EL,0792841042
67140,A3UAH7LJRNX6PJ,0792841042
67160,ACD6KAOJ9X973,0792841042
67533,A3HPEFKD7VOBQY,B000067NQM
67563,AH6VQZ8UT144O,B000067NQM
67717,A1W56OXYDENMBP,B00170M2JY
67728,A26IVV4M6WDWW3,B00170M2JY
67804,A2AQHU1MHD2K3D,B00005AWQY
67807,A6IPCERKJ6QNP,B00005AWQY
67824,A28GAY3EV2F1R3,B00005AWQY
67833,A32C0SAIQF3LWK,B00005AWQY
67850,A28YLYJTTVMY25,B00005AWQV
68033,A3RO0URQHURZ0Q,B00009KOYB
68044,A1YVUYW7E3X3PP,B00009KOYB
68079,A1DX1033W0L8U9,6304044305
68080,AKWPJW666T9IH,6304044305
68082,A3S1GGA0TJ2KSK,6304044305
68087,A39I44QOPQ7PUS,B00009KOYI
68092,A2V5YPSK99O554,B00009KOYI
